,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,PROJ,TOTAL,rank,DATE
945,Jake Kumerow,FA,WR,,,,01-09-24
946,Jeff Smith,Ari,WR,0,,,01-09-24
947,Andre Baccellia,Ari,WR,0,,,01-09-24
948,Jordan Franks,FA,TE,,,,01-09-24
949,Javian Hawkins,FA,RB,,,,01-09-24
950,Matt LaCosse,FA,TE,,,,01-09-24
951,Jared Pinkney,FA,TE,,,,01-09-24
952,Kenny Stills,FA,WR,,,,01-09-24
953,Tajae Sharpe,FA,WR,,,,01-09-24
954,Darrell Daniels,FA,TE,,,,01-09-24
955,Dazz Newsome,FA,WR,,,,01-09-24
956,Jacob Hollister,FA,TE,,,,01-09-24
957,Daniel Helm,FA,TE,,,,01-09-24
958,LeVante Bellamy,FA,RB,,,,01-09-24
959,Dominique Dafney,FA,TE,,,,01-09-24
960,Rodney Adams,FA,WR,,,,01-09-24
961,Darren Fells,FA,TE,,,,01-09-24
962,Demetrius Harris,FA,TE,,,,01-09-24
963,Sage Surratt,FA,TE,,,,01-09-24
964,Javon Leake,FA,RB,,,,01-09-24
965,Miller Forristall,FA,TE,,,,01-09-24
966,Isaiah Wright,FA,WR,,,,01-09-24
967,Bisi Johnson,FA,WR,,,,01-09-24
968,Josh Hammond,FA,WR,,,,01-09-24
969,Luke Stocker,FA,TE,,,,01-09-24
970,Antonio Callaway,FA,WR,,,,01-09-24
971,Adam Shaheen,FA,TE,,,,01-09-24
972,Brandon Zylstra,FA,WR,,,,01-09-24
973,Aaron Fuller,FA,WR,,,,01-09-24
974,Ja'Marcus Bradley,FA,WR,,,,01-09-24
975,Garrett Griffin,FA,TE,,,,01-09-24
976,Colin Thompson,FA,TE,,,,01-09-24
977,J.J. Koski,FA,WR,,,,01-09-24
978,Dezmon Patmon,FA,WR,,,,01-09-24
979,Antony Auclair,FA,TE,,,,01-09-24
980,John Hightower,FA,WR,,,,01-09-24
981,Kahale Warring,FA,TE,,,,01-09-24
982,Mekhi Sargent,FA,RB,,,,01-09-24
983,Marvin Hall,FA,WR,,,,01-09-24
984,Jason Moore,FA,WR,,,,01-09-24
985,Darius Anderson,FA,RB,,,,01-09-24
986,Gerrid Doaks,FA,RB,,,,01-09-24
987,Brandon Smith,FA,WR,,,,01-09-24
988,Kawaan Baker,FA,WR,,,,01-09-24
989,Codey McElroy,FA,TE,,,,01-09-24
990,Rodney Smith,FA,RB,,,,01-09-24
991,Ellis Merriweather,FA,RB,,,,01-09-24
992,JoJo Natson,FA,WR,,,,01-09-24
993,Landen Akers,FA,WR,,,,01-09-24
994,Geronimo Allison,FA,WR,,,,01-09-24
995,Tyrell Williams,FA,WR,,,,01-09-24
996,Jordan Matthews,Car,TE,0,,,01-09-24
997,Raleigh Webb,FA,WR,,,,01-09-24
998,C.J. Saunders,FA,WR,,,,01-09-24
999,Darius Bradwell,FA,RB,,,,01-09-24
1000,Nathan Cottrell,FA,RB,,,,01-09-24
1001,Trey Ragas,FA,RB,,,,01-09-24
1002,Austin Mack,Atl,WR,0,,,01-09-24
1003,Tanner Gentry,FA,WR,,,,01-09-24
1004,Jeff Thomas,FA,WR,,,,01-09-24
